"","name","region_focus","language","owner","parent","x_page","x_url","x_follower_n","facebook_page","facebook_url","facebook_follower_n","instagram_page","instagram_url","instagram_follower_n","threads_page","threads_url","threads_follower_n","youtube_page","youtube_url","youtube_follower_n","tiktok_page","tiktok_url","tiktok_follower_n","sum_followers"
"374","Li Xiaosi","Austria","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","li_xiaosi","https://twitter.com/li_xiaosi",47800,"","",0,"","",0,"","",0,"","",0,"","",0,47800
"375","Li Yang","Anglosphere","English","Information Department of Foreign Ministry","Ministry of Foreign Affairs","Li_Yang_China","https://twitter.com/Li_Yang_China",40900,"","",0,"","",0,"","",0,"","",0,"","",0,40900
"376","Li Bijian","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","libijian2","https://twitter.com/libijian2",101800,"","",0,"","",0,"","",0,"","",0,"","",0,101800
"377","Lin Nan","Anglosphere","English","Chengdu Municipal People's Government","Chengdu Municipal Committee","Lin_Nan1","https://twitter.com/Lin_Nan1",2361,"","",0,"","",0,"","",0,"","",0,"","",0,2361
"378","Fan Lingzhi","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","lingzhi_van","https://twitter.com/lingzhi_van",293,"","",0,"","",0,"","",0,"","",0,"","",0,293
"379","Lin Hao","Thailand","English","Xinhua News Agency","State Council","LinHao_BKK","https://twitter.com/LinHao_BKK",11300,"","",0,"","",0,"","",0,"","",0,"","",0,11300
"380","Liu Bo","Hispanophone","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","liuboleo2","https://twitter.com/liuboleo2",2399,"","",0,"","",0,"","",0,"","",0,"","",0,2399
"381","Liu Chang","Panama","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","LiuChan14790671","https://twitter.com/LiuChan14790671",712,"","",0,"","",0,"","",0,"","",0,"","",0,712
"382","Liu Hongyang","Malawi","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","LiuHongyang4","https://twitter.com/LiuHongyang4",2571,"","",0,"","",0,"","",0,"","",0,"","",0,2571
"383","Liu Yongfeng","African Union","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","liupheonix","https://twitter.com/liupheonix",23400,"","",0,"","",0,"","",0,"","",0,"","",0,23400
"384","Liu Xin (Emily Liu)","Xinjiang","English","People's Daily Press","Central Committee of the Chinese Communist Party","LiuXin_Emily","https://twitter.com/LiuXin_Emily",2418,"","",0,"","",0,"","",0,"","",0,"","",0,2418
"385","Liu Xin","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","LiuXininBeijing","https://twitter.com/LiuXininBeijing",246100,"Liuxininbeijing-103733191524431/","https://www.facebook.com/Liuxininbeijing-103733191524431/",2500000,"","",0,"","",0,"","",0,"","",0,2746100
"386","Liu Yan","Netherlands","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","LiuYanCHN","https://twitter.com/LiuYanCHN",551,"","",0,"","",0,"","",0,"","",0,"","",0,551
"387","Liu Yutong","Anglosphere","English","Information Department of Foreign Ministry","Ministry of Foreign Affairs","LiuYutongpost","https://twitter.com/LiuYutongpost",183,"","",0,"","",0,"","",0,"","",0,"","",0,183
"388","Zhu Liying","Mauritius","French","Ministry of Foreign Affairs","Ministry of Foreign Affairs","LiyingZHU1","https://twitter.com/LiyingZHU1",7800,"","",0,"","",0,"","",0,"","",0,"","",0,7800
"389","Love Jiaxing","Zhejiang","Chinese","Jiaxing Radio and Television Media Co., Ltd.","Jiaxing Municipal Committee","lovejiaxing","https://twitter.com/lovejiaxing",2,"","",0,"","",0,"","",0,"","",0,"","",0,2
"390","Xu Tiefei","Costa Rica","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","luisxu9","https://twitter.com/luisxu9",2236,"","",0,"","",0,"","",0,"","",0,"","",0,2236
"391","Luo Will","Anglosphere","English","China Daily Press","Central Publicity Department","luowill1978","https://twitter.com/luowill1978",665,"","",0,"","",0,"","",0,"","",0,"","",0,665
"392","Jie Lynn (Lynn's Fantasy)","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","LYNNJie3","https://twitter.com/LYNNJie3",300,"LynnsFantasy","https://www.facebook.com/LynnsFantasy/",10255,"lynns_fantasy","https://www.instagram.com/lynns_fantasy/",152,"","",0,"lynnsfantasy749","https://www.youtube.com/channel/UCkPsSHk5N5xkbisW2GcGpjg",68,"","",0,10775
"393","Ma Dashuai","Anglosphere","English","China Daily Press","Central Publicity Department","machinpl","https://twitter.com/machinpl",3098,"","",0,"","",0,"","",0,"","",0,"","",0,3098
"394","Ma Hui","Cuba","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","MahuiChina","https://twitter.com/MahuiChina",59800,"","",0,"","",0,"","",0,"","",0,"","",0,59800
"395","Yan Yiqiang","Russia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","MAKSIMYQY","https://twitter.com/MAKSIMYQY",8696,"","",0,"","",0,"","",0,"","",0,"","",0,8696
"396","Tao Yuan (Martha Tao)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","MarthayTao","https://twitter.com/MarthayTao",70,"","",0,"","",0,"","",0,"","",0,"","",0,70
"397","Martina Fuchs","Anglosphere","English","Xinhua News Agency","State Council","martinaglobal","https://twitter.com/martinaglobal",38500,"martina.fuchs.146","https://www.facebook.com/martina.fuchs.146",4300,"martina_fuchs_global/","https://www.instagram.com/martina_fuchs_global/",41800,"","",0,"martinasworld-4404","https://www.youtube.com/channel/UC-qT3mwWlvhMLTUrbCSEilA",7540,"","",0,92140
"398","China Daily (Media Unlocked)","Anglosphere","English","China Daily Press","Central Publicity Department","MediaUnlock","https://twitter.com/MediaUnlock",433,"","",0,"","",0,"","",0,"ChinaUnlocked","https://www.youtube.com/@ChinaUnlocked",716,"","",0,1149
"399","Zhang Lin (Melody Zhang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","MelodyZ77141898","https://twitter.com/MelodyZ77141898",3,"profile.php?id=100060124341866","https://www.facebook.com/Money-Honey-with-Melody-Zhang-341685517020314",962000,"moneyhoneywithmelody/","https://www.instagram.com/moneyhoneywithmelody",6226,"","",0,"melodyzhang1527","https://www.youtube.com/channel/UCXwI96S16XbY0-DC8tZ9TqQ/featured",6,"","",0,968235
"400","Foreign Ministry Spokesperson","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","MFA_China","https://twitter.com/MFA_China",666400,"MFA.CHN","https://www.facebook.com/MFA.CHN",41000,"mfa_chn","https://www.instagram.com/mfa_chn/",26700,"","",0,"spokespersonchn2231","https://www.youtube.com/@spokespersonchn2231",7360,"","",0,741460
"401","Miao Xiaojuan","Anglosphere","English","Xinhua News Agency","State Council","MiaoXiaojuan","https://twitter.com/MiaoXiaojuan",6577,"miaoxiaojuan","https://www.facebook.com/miaoxiaojuan/",1800000,"miaoxiaojuan","https://www.instagram.com/miaoxiaojuan",2445,"miaoxiaojuan","https://www.threads.net/@miaoxiaojuan",85,"miaoxiaojuan","https://www.youtube.com/channel/UCpcvpAnmYVzAbMO7m-K02cg",1030,"miaoxiaojuan","https://www.tiktok.com/@miaoxiaojuan",3,1810140
"402","Mingala News","Myanmar","Burmese","Yunnan Media Group (YMG)","Yunnan Provincial Committee","mingalanews","https://twitter.com/mingalanews",182,"mingalanews","https://www.facebook.com/mingalanews",418000,"","",0,"","",0,"","",0,"mingalanews","https://www.tiktok.com/@mingalanews",82,418264
"403","Wang Mingjie","UK","English","China Daily Press","Central Publicity Department","MingjieReporter","https://twitter.com/MingjieReporter",305,"","",0,"","",0,"","",0,"","",0,"","",0,305
"404","Zhou Yiqiu (Rachel Zhou / Miss Wow)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","MissWow66","https://twitter.com/MissWow66",776,"MissWow666","https://www.facebook.com/MissWow666/",1337393,"miss_wow66","https://www.instagram.com/miss_wow66/",6833,"","",0,"misswowtech5751","https://www.youtube.com/channel/UCOq-ckJU3y2lCSwuVPaKc_A",2470,"misswowtech","https://www.tiktok.com/@misswowtech",5928,1353400
"405","Waruni JZ","Sri Lanka","Sinhalese","China Media Group (CMG)","Central Publicity Department","MMMKKK56665147","https://twitter.com/MMMKKK56665147",340,"Waruni-JZ-102001841620238/","https://www.facebook.com/Waruni-JZ-102001841620238/",1400000,"","",0,"","",0,"warunijz","https://www.youtube.com/@warunijz",36,"warunijz","https://www.tiktok.com/@warunijz",43500,1443876
"406","Zhang Meng (Monica Zhang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","mmMonicaZhang","https://twitter.com/mmMonicaZhang",58,"mmMonicaZhang","https://www.facebook.com/mmMonicaZhang/",527000,"monicazhang0415","https://www.instagram.com/monicazhang0415/",212,"","",0,"monicazhang6629","https://www.youtube.com/channel/UCzuOYmSQvp4RbSzEXznML9g",23,"","",0,527293
"407","Modern Express Post","Jiangsu","English","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","ModernExpressEN","https://twitter.com/ModernExpressEN",2126,"ModernExpressEN","https://www.facebook.com/ModernExpressEN",24000,"modernexpress_en","https://www.instagram.com/modernexpress_en/",467,"","",0,"modernexpressen","https://www.youtube.com/channel/UCF1qqgliEvuRZ7Jb6liBWEw",227,"modernexpress_en","https://www.tiktok.com/@modernexpress_en",0,26820
"408","Ministry of Commerce (MOFCOM)","China","Chinese","Ministry of Commerce Information Office","Ministry of Commerce (MOFCOM)","MOFCOM_China","https://twitter.com/MOFCOM_China",8092,"mofcom.china","https://www.facebook.com/mofcom.china",687,"","",0,"","",0,"","",0,"","",0,8779
"409","Mundo China","Lusophone","Portuguese","China Media Group (CMG)","Central Publicity Department","mundo_china","https://twitter.com/mundo_china",6719,"","",0,"","",0,"","",0,"","",0,"","",0,6719
"410","Muyi Dima (مويي)","MENA","Arabic","China Media Group (CMG)","Central Publicity Department","muyi_dima","https://twitter.com/muyi_dima",15000,"MuyiDima","https://www.facebook.com/MuyiDima",1e+06,"","",0,"","",0,"user-vd9qh4ke9t","https://www.youtube.com/channel/UCiTkn6HPpDEtO71seE-SBLQ",488,"","",0,1015488
"411","Wang Yingying (A-Chan / Aちゃん)","Japan","Japanese","China Media Group (CMG)","Central Publicity Department","ooeieiwyy","https://twitter.com/ooeieiwyy",3435,"AchannoChinanow","https://www.facebook.com/AchannoChinanow",2e+06,"ooeieiwyy","https://www.instagram.com/ooeieiwyy/",70,"","",0,"achinanow9185","https://www.youtube.com/channel/UC6c2s2JjmWkb9azv9zc-dJg",1100,"ajiantoqt78","https://www.tiktok.com/@ajiantoqt78",1722,2006327
"412","Ou Jianhong","El Salvador","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","oujianhong","https://twitter.com/oujianhong",15200,"","",0,"","",0,"","",0,"","",0,"","",0,15200
"413","Panda Paws","USA","English","China Media Group (CMG)","Central Publicity Department","panda_paws","https://twitter.com/Panda_Paws_",2235,"","",0,"","",0,"","",0,"","",0,"","",0,2235
"414","Pandaorama","USA","English","China Media Group (CMG)","Central Publicity Department","PandaoramaLink","https://twitter.com/PandaoramaLink",414,"","",0,"","",0,"","",0,"","",0,"pandaorama","https://www.tiktok.com/@pandaorama",60700,61114
"415","Patrick Zheng","Anglosphere","English","Xinhua News Agency","State Council","PatrickZhengCHN","https://twitter.com/PatrickZhengCHN",42500,"PatrickZhengCHN","https://www.facebook.com/PatrickZhengCHN",193000,"","",0,"","",0,"PatrickZhengCHN","https://www.youtube.com/@PatrickZhengCHN",19,"","",0,235519
"416","People's Daily USA","USA","English","People's Daily Press","Central Committee of the Chinese Communist Party","pd_northamerica","https://twitter.com/pd_northamerica",195,"rmrbbm","https://www.facebook.com/rmrbbm",203,"","",0,"","",0,"","",0,"","",0,398
"417","People's Daily","China","Chinese","People's Daily Press","Central Committee of the Chinese Communist Party","PDChina","https://twitter.com/PDChina",6600000,"PeoplesDaily","https://www.facebook.com/PeoplesDaily",85867335,"peoples_daily","https://www.instagram.com/peoples_daily/",1300000,"peoples_daily","https://www.threads.net/@peoples_daily",28200,"PeoplesDaily","https://www.youtube.com/@PeoplesDaily",410000,"peoplesdaily","https://www.tiktok.com/@peoplesdaily",2600000,96805535
"418","People's Daily Business (Modern China)","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","PDChinaBusiness","https://twitter.com/PDChinaBusiness",884200,"PDChinaBusiness","https://www.facebook.com/PDChinaBusiness/",6500000,"","",0,"","",0,"","",0,"","",0,7384200
"419","People's Daily Hong Kong","Hong Kong","English","People's Daily Press","Central Committee of the Chinese Communist Party","PDChinaHK","https://twitter.com/PDChinaHK",4494,"PDChinaHK","https://www.facebook.com/PDChinaHK/",1400000,"","",0,"","",0,"","",0,"","",0,1404494
"420","People's Daily Life","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","PDChinaLife","https://twitter.com/PDChinaLife",1900000,"PDChinaLife","https://www.facebook.com/PDChinaLife/",3717365,"","",0,"","",0,"","",0,"pdchinalife","https://www.tiktok.com/@pdchinalife",151,5617516
"421","People's Daily Sport China","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","PDChinaSports","https://twitter.com/PDChinaSports",1e+06,"PDChinaSports","https://www.facebook.com/PDChinaSports/",4700000,"","",0,"","",0,"","",0,"","",0,5700000
"422","People's Daily Traditional Chinese","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","PDChinese","https://twitter.com/PDChinese",956700,"peopledaily","https://www.facebook.com/peopledaily",3800000,"","",0,"","",0,"","",0,"","",0,4756700
"423","People's Daily Online Australia","Australia","English","People's Daily Press","Central Committee of the Chinese Communist Party","PDOAUS","https://twitter.com/PDOAUS",13300,"PDOAUS","https://www.facebook.com/PDOAUS",1500000,"","",0,"","",0,"pdoaus2013","https://www.youtube.com/@pdoaus2013",159000,"","",0,1672300
"424","Zhang Peijin","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","peijin_zhang","https://twitter.com/peijin_zhang",2867,"","",0,"","",0,"","",0,"","",0,"","",0,2867
"425","Xu Pan Yiru","Anglosphere","English","China Daily Press","Central Publicity Department","PenicilinPan","https://twitter.com/PenicilinPan",2629,"","",0,"","",0,"","",0,"","",0,"","",0,2629
"426","People's Daily App","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","PeoplesDailyapp","https://twitter.com/PeoplesDailyapp",4223,"PDappofficial","https://www.facebook.com/PDappofficial",541000,"","",0,"","",0,"","",0,"peoplesdaily_renminribao","https://www.tiktok.com/@peoplesdaily_renminribao",141200,686423
"427","Phoenix TV News","Anglosphere","English","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","PhoenixTV_News","https://twitter.com/PhoenixTV_News",43600,"","",0,"phoenixtv_news","https://www.instagram.com/phoenixtv_news/",34000,"","",0,"phoenixtvnews7060","https://www.youtube.com/@phoenixtvnews7060",34600,"phoenixtvnews","https://www.tiktok.com/@phoenixtvnews",1100000,1212200
"428","Zhang Lizhong","Uganda","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","PRC_Amb_Uganda","https://twitter.com/PRC_Amb_Uganda",6517,"","",0,"","",0,"","",0,"","",0,"","",0,6517
"429","Chen Song","Nepal","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","PRCAmbNepal","https://twitter.com/PRCAmbNepal",71400,"","",0,"","",0,"","",0,"","",0,"","",0,71400
"430","Xu Hong","Netherlands","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","PRCAmbNL","https://twitter.com/PRCAmbNL",4897,"","",0,"","",0,"","",0,"","",0,"","",0,4897
"431","Chinese Embassy in Czech Rep.","Czech Rep.","Czech","Ministry of Foreign Affairs","Ministry of Foreign Affairs","prcembassyprg","https://twitter.com/prcembassyprg",121,"chinaembassy.cz","https://www.facebook.com/chinaembassy.cz",34000,"chinese_embassy_in_czechia","https://www.instagram.com/chinese_embassy_in_czechia/",183,"","",0,"","",0,"chineseembassyinczechia","https://www.tiktok.com/@chineseembassyinczechia",24,34328
"432","Chinese Embassy In Nepal","Nepal","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","PRCSpoxNepal","https://twitter.com/PRCSpoxNepal",2680,"ChinaEmbNepal","https://www.facebook.com/ChinaEmbNepal/",22000,"","",0,"","",0,"","",0,"","",0,24680
"433","Lucas Zhuang","Brazil","Portuguese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","promisingzhuang","https://twitter.com/promisingzhuang",5191,"","",0,"","",0,"","",0,"","",0,"","",0,5191
"434","Gu Qianwen","Anglosphere","English","China Daily Press","Central Publicity Department","qianwen_gu","https://twitter.com/qianwen_gu",2019,"","",0,"","",0,"","",0,"","",0,"","",0,2019
"435","Chen Qingqing","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","qingqingparis","https://twitter.com/qingqingparis",13700,"","",0,"","",0,"","",0,"qingqingparis","https://www.youtube.com/user/qingqingparis",15,"","",0,13715
"436","Qiushi","China","Chinese","Qiushi Magazine Press","Central Committee of the Chinese Communist Party","QiushiJournal","https://twitter.com/QiushiJournal",7334,"","",0,"","",0,"","",0,"","",0,"","",0,7334
"437","Quan Quan","Algeria","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","QuanQuan_1231","https://twitter.com/QuanQuan_1231",3159,"","",0,"","",0,"","",0,"","",0,"","",0,3159
"438","CRI Albanian (Radio Ejani)","Albania","Albanian","China Media Group (CMG)","Central Publicity Department","RadioEjani","https://twitter.com/RadioEjani",6111,"CMGShqip","https://www.facebook.com/CMGShqip/",1100000,"ejanistudio","https://www.instagram.com/ejanistudio/",1714,"","",0,"","",0,"","",0,1107825
"439","Guancha Syndicate","China","Chinese","Shanghai Guanchazhe Information Technology Co.,Ltd","Shanghai Academy of Social Sciences (SASS)","realGuancha","https://twitter.com/realGuancha",71500,"realGuancha","https://www.facebook.com/realGuancha",14000,"","",0,"","",0,"guancha021","https://www.youtube.com/@guancha021",491000,"","",0,576500
"440","Ren Ke","Anglosphere","English","Xinhua News Agency","State Council","RenKeNews","https://twitter.com/RenKeNews",45400,"","",0,"","",0,"","",0,"","",0,"","",0,45400
"441","Hao Zhangyu","China","Chinese","China Internet Information Center (CIIC)","State Council Information Office (SCIO)","reporterCHN","https://twitter.com/reporterCHN",3483,"","",0,"","",0,"","",0,"","",0,"","",0,3483
"442","Chen Ribiao","South Korea","Chinese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","RibiaoChen","https://twitter.com/RibiaoChen",1247,"","",0,"","",0,"","",0,"","",0,"","",0,1247
"443","Bai Yunyi (Rita Bai)","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","RitaBai","https://twitter.com/RitaBai",2708,"profile.php?id=100074831960760","https://www.facebook.com/profile.php?id=100074831960760",1,"","",0,"","",0,"","",0,"","",0,2709
"444","Zhao Hong (Sabrina Zhao)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","Sabrina_Zhao","https://twitter.com/Sabrina_Zhao",63,"","",0,"","",0,"","",0,"","",0,"","",0,63
"445","Zhang Zhisheng","Tanzania","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","salahzhang","https://twitter.com/salahzhang",7208,"","",0,"","",0,"","",0,"","",0,"","",0,7208
"446","Sanya, China","Hainan","English","China Daily Press","Sanya Municipal People's Government","SanyaofChina","https://twitter.com/SanyaofChina",71100,"SanyaofChina","https://www.facebook.com/SanyaofChina/",709000,"sanyaofchina","https://www.instagram.com/sanyaofchina/",3716,"","",0,"","",0,"","",0,783816
"447","Discover Beautiful China","Anglosphere","English","China Daily Press","Central Publicity Department","SceneryofChina","https://twitter.com/SceneryofChina",37900,"","",0,"","",0,"","",0,"","",0,"","",0,37900
"448","Shaanxi Moments","Shaanxi","English","Beijing Jiandanshiji Culture Media Co., Ltd","unknown","ShaanxiMoments","https://twitter.com/ShaanxiMoments",80700,"","",0,"","",0,"","",0,"","",0,"","",0,80700
"449","Hu Jianlin (Shalevetya / שלהבתיה)","Israel","Hebrew","China Media Group (CMG)","Central Publicity Department","Shalevetyah","https://twitter.com/Shalevetyah",9,"Shalevetyah","https://www.facebook.com/Shalevetyah",677,"shalevetyah","https://www.instagram.com/shalevetyah",158,"","",0,"shalevetyah3479","https://www.youtube.com/channel/UCJgbxFG84oYqUV3aJdFs6Qw",31,"","",0,875
"450","Shanghai Daily SHINE","Shanghai","English","Shanghai United Media Group (SUMG)","Shanghai Municipal Committee","shanghaidaily","https://twitter.com/shanghaidaily",390700,"ShanghaiDaily1999","https://www.facebook.com/ShanghaiDaily1999",616000,"shine_news","https://www.instagram.com/shine_news/",0,"","",0,"ShanghaiDaily1999","https://www.youtube.com/channel/UCUX6sby7ozwTTfd7fyEUk2w",11900,"","",0,1018600
"451","Shanghai Eye","Shanghai","English","Shanghai Media Group (SMG)","Shanghai Municipal Committee","ShanghaiEye","https://twitter.com/ShanghaiEye",32300,"shanghaieyeSMG","https://www.facebook.com/shanghaieyeSMG/",2655682,"","",0,"","",0,"ShanghaiEyeMagic","https://www.youtube.com/c/kankanewsbilingual",164000,"","",0,2851982
"452","Zhang Shanhui (Mon Pékin Express / Jacky Zhang)","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","Shanhui_Jacky","https://twitter.com/Shanhui_Jacky",876,"ZhangShanhui","https://www.facebook.com/ZhangShanhui/",245000,"shanhui_zhang","https://www.instagram.com/shanhui_zhang",16,"","",0,"ZhangShanhui","https://www.youtube.com/channel/UCzQFHzt6jBHOcHbFlxa83oQ",44,"shanhuizhang","https://www.tiktok.com/@shanhuizhang",6,245942
"453","Zhang Ziyu (Shannon Zhang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ShannonZ666","https://twitter.com/ShannonZ666",78,"","",0,"","",0,"","",0,"","",0,"","",0,78
"454","Shao Zheng","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","shao_zheng","https://twitter.com/shao_zheng",2583,"","",0,"","",0,"","",0,"","",0,"","",0,2583
"455","Shaoxing: A Gateway to China's History","Zhejiang","English","China Daily Press","Shaoxing Municipal People's Government","ShaoxingCity","https://twitter.com/ShaoxingCity",48700,"","",0,"","",0,"","",0,"","",0,"","",0,48700
"456","Shen Shiwei","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","shen_shiwei","https://twitter.com/shen_shiwei",91500,"ShenShiweiFB","https://www.facebook.com/ShenShiweiFB",50000,"","",0,"","",0,"Shen_Shiwei","https://www.youtube.com/channel/UC0qIAejjPz8cCyuFdfCwf2Q",121,"","",0,141621
"457","CRI Myanmar","Myanmar","Burmese","China Media Group (CMG)","Central Publicity Department","shenqihaodianzi","https://twitter.com/shenqihaodianzi",10,"myanmar.cri","https://www.facebook.com/myanmar.cri",1800000,"","",0,"","",0,"","",0,"","",0,1800010
"458","Center.Sichuan","Sichuan","English","Sichuan Daily Online Media Development Co., Ltd.","Sichuan Provincial Committee","SichuanDaily","https://twitter.com/SichuanDaily",6026,"profile.php?id=100076190284448","https://www.facebook.com/profile.php?id=100076190284448",23000,"center.sicc","https://www.instagram.com/center.sicc/",0,"","",0,"","",0,"","",0,29026
"459","Sixth Tone","Shanghai","English","Shanghai United Media Group (SUMG)","Shanghai Municipal Committee","SixthTone","https://twitter.com/SixthTone",80300,"sixthtone","https://www.facebook.com/sixthtone",696000,"","",0,"sixthtone","https://www.threads.net/@sixthtone",7821,"","",0,"","",0,784121
"460","Kankan News","Shanghai","Chinese","Shanghai Media Group (SMG)","Shanghai Municipal Committee","SMGKankanews","https://twitter.com/SMGKankanews",498,"kankanews","https://www.facebook.com/kankanews",0,"","",0,"","",0,"SMGKnews","https://www.youtube.com/@SMGKnews",6410,"","",0,6908
"461","Space Town Wenchang","Hainan","Chinese","unknown","unknown","Spacewenchang","https://twitter.com/Spacewenchang",3402,"profile.php?id=100082566804212&paipv=0&eav=Afa5GMw44Bzrn-Ep8OWN3I92hYhOcUk03c5TZ7n-IF2UjcrLBb_460MBK4Zy1T5ciWU","https://www.facebook.com/profile.php?id=100082566804212&paipv=0&eav=Afa5GMw44Bzrn-Ep8OWN3I92hYhOcUk03c5TZ7n-IF2UjcrLBb_460MBK4Zy1T5ciWU",49,"","",0,"","",0,"","",0,"","",0,3451
"462","Hua Chunying","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","SpokespersonCHN","https://twitter.com/SpokespersonCHN",2200000,"profile.php?id=100092522612975","https://www.facebook.com/profile.php?id=100092522612975",744,"spokesperson_chn","https://www.instagram.com/spokesperson_chn/",2976,"","",0,"","",0,"","",0,2203720
"463","Hu Zhaoming","Anglosphere","English","International Liaison Department","Central Committee of the Communist Party of China","SpokespersonHZM","https://twitter.com/SpokespersonHZM",9208,"","",0,"","",0,"","",0,"","",0,"","",0,9208
"464","Liu Pengyu","USA","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","SpoxCHNinUS","https://twitter.com/SpoxCHNinUS",6350,"","",0,"","",0,"","",0,"","",0,"","",0,6350
"465","Yue Xiaoyong","Afghanistan","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","stuartyueh","https://twitter.com/stuartyueh",2877,"","",0,"","",0,"","",0,"","",0,"","",0,2877
"466","Ye Xinhua (Suad Ye)","MENA","Arabic","China Media Group (CMG)","Central Publicity Department","suadye","https://twitter.com/suadye",122,"suadxinxin","https://www.facebook.com/suadxinxin",1600000,"suad_ye_china","https://www.instagram.com/suad_ye_china/",3812,"","",0,"suadye","https://www.youtube.com/channel/UCvvJaw3bwJhp4x0uUZ0qMfA",4770,"","",0,1608704
"467","Sun Weide","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","sun_weide","https://twitter.com/sun_weide",6239,"","",0,"","",0,"","",0,"","",0,"","",0,6239
"468","Su Yuting","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","SuYuting8","https://twitter.com/SuYuting8",1239,"","",0,"","",0,"","",0,"","",0,"","",0,1239
"469","Suzhou Wuzhong","Anglosphere","English","Suzhou Wuzhong District People's Government","Suzhou Municipal Committee","SuzhouWuzhong","https://twitter.com/SuzhouWuzhong",9020,"","",0,"","",0,"","",0,"","",0,"","",0,9020
"470","CRI Swahili","East African Community","Swahili","China Media Group (CMG)","Central Publicity Department","SWAHILICRI","https://twitter.com/SWAHILICRI",42,"swahilicricn","https://www.facebook.com/swahilicricn",2200000,"","",0,"","",0,"","",0,"","",0,2200042
"471","Meng Zhe","Anglosphere","English","China Daily Press","Central Publicity Department","SXiaochuan258","https://twitter.com/SXiaochuan258",1009,"","",0,"","",0,"","",0,"","",0,"","",0,1009
"472","Ta Kung News","Hong Kong","Chinese","Hong Kong Ta Kung Wen Wei Media Group (HKTKWW)","Hong Kong Liaison Office of the Central Government ","TakungNews","https://twitter.com/TakungNews",2122,"tkp1902","https://www.facebook.com/tkp1902",52000,"","",0,"","",0,"","",0,"","",0,54122
"473","Ta Kung Wen Wei","Hong Kong","Chinese","Hong Kong Ta Kung Wen Wei Media Group (HKTKWW)","Hong Kong Liaison Office of the Central Government ","takungwenwei_hk","https://twitter.com/takungwenwei_hk",34600,"profile.php?id=100064842371663","https://www.facebook.com/profile.php?id=100064842371663",22000,"takung.wenwei","https://www.instagram.com/takung.wenwei/",943,"","",0,"","",0,"","",0,57543
"474","China Mosaic","Anglosphere","English","China International Communications Group (CICG)","Central Publicity Department","theChinaMosaic","https://twitter.com/theChinaMosaic",37,"ChinaMosaicbyChinaorgcn","https://www.facebook.com/ChinaMosaicbyChinaorgcn/",8183205,"","",0,"","",0,"","",0,"","",0,8183242
"475","CGTN The Link","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","thelinkoncgtn","https://twitter.com/TheLinkOnCGTN",1068,"","",0,"","",0,"","",0,"","",0,"","",0,1068
